ResponseID,Language,ID_Q1,ID_Q2,ID_Q3,ID_Q4,ID_Q5,ID_Q6,ID_Q7,ID_Q8,ID_Q9,ID_Q10,ID_Q11,ID_Q12,ID_Q13,ID_Q14_1,ID_Q14_2,ID_Q14_3,ID_Q14_4,ID_Q14_5,ID_Q15,ID_Q16,ID_Q17,ID_Q18_1,ID_Q18_2,ID_Q18_3,ID_Q18_4,ID_Q18_5,ID_Q18_6,ID_Q18_7,ID_Q19_1,ID_Q19_2,ID_Q19_3,ID_Q19_4,ID_Q19_5,ID_Q19_6,ID_Q19_7,ID_Q19_8,ID_Q19_9,ID_Q20_1,ID_Q20_2,ID_Q20_3,ID_Q20_4,ID_Q20_5,ID_Q20_6,ID_Q20_7,ID_Q20_8,ID_Q20_9,ID_Q21_1,ID_Q21_2,ID_Q21_3,ID_Q21_4,ID_Q21_5,ID_Q22_1,ID_Q22_2,ID_Q22_3,ID_Q22_4,ID_Q22_5,ID_Q22_6,ID_Q22_7,ID_Q23,ID_Q23_1,ID_Q23_2,ID_Q23_3,ID_Q23_4,ID_Q23_5,ID_Q23_6,ID_Q23_7,ID_Q23_8,ID_Q24,ID_Q25,ID_Q26,ID_Q27,ID_Q27_1,ID_Q27_2,ID_Q27_3,ID_Q27_4,ID_Q27_5,ID_Q27_6,ID_Q28_1,ID_Q28_2,ID_Q28_3,ID_Q29,ID_Q29_1,ID_Q29_2,ID_Q29_3,ID_Q30,ID_Q30_1,ID_Q30_2,ID_Q30_3,ID_Q30_4,ID_Q30_5,ID_Q30_6,ID_Q30_7,ID_Q30_8,ID_Q30_9,ID_Q30_10,ID_Q30_11,ID_Q30_12,ID_Q30_13,ID_Q30_14,ID_Q30_15,ID_Q31,ID_Q31_1,ID_Q31_2,ID_Q31_3,ID_Q31_4,ID_Q31_5,ID_Q31_6,ID_Q31_7,ID_Q31_8,ID_Q31_9,ID_Q31_10,ID_Q32,ID_Q32_1,ID_Q32_2,ID_Q32_3,ID_Q32_4,ID_Q32_5,ID_Q32_6,ID_Q32_7,ID_Q32_8,ID_Q32_9,ID_Q32_10,ID_Q32_11,ID_Q32_12,ID_Q32_13,ID_Q32_14,ID_Q33,ID_Q33_1,ID_Q33_2,ID_Q33_3,ID_Q33_4,ID_Q33_5,ID_Q34,ID_Q34_1,ID_Q34_2,ID_Q34_3,ID_Q34_4,ID_Q35,ID_Q35_1,ID_Q35_2,ID_Q35_3,ID_Q35_4,ID_Q36_1,ID_Q36_2,ID_Q36_3,ID_Q36_4,ID_Q36_5,ID_Q36_6,ID_Q36_7,ID_Q36_8,ID_Q36_9
R_1CpBJ4axa0Ko7gQ,1,4,Australia,53,1,3,2,1,2,1,5,0,NA,NA,6,7,6,2,5,6,8,1,6,4,5,7,8,7,6,7,5,4,4,7,5,5,6,4,4,6,6,7,2,1,8,4,8,8,7,8,9,7,7,NA,6,6,7,5,6,4.125,5,4,5,4,5,4,3,3,4,0,6,4.5,4,5,4,5,4,5,4,3,4,3,1,1,1,3.533333333,4,3,2,4,2,4,4,4,4,4,3,4,3,4,4,2.3,2,2,2,3,2,2,2,2,3,3,0.857142857,1,1,1,1,1,0,0,1,0,0,1,1,1,3,5.2,6,6,5,5,4,3.25,4,6,3,0,2,4,4,0,0,0,0,1,0,0,0,1,NA,NA
R_1CrnqJJEJF5egNO,1,4,Australia,33,1,4,2,1,2,1,6,6,NA,NA,6,4,1,3,4,6,6,0,5,4,3,2,3,4,5,7,6,5,3,1,2,3,4,5,7,5,4,2,2,3,4,NA,6,7,5,3,2,3,6,NA,4,3,2,3,4,3.25,4,3,2,3,4,3,3,4,4,1,6,3.833333333,3,4,6,3,3,4,3,2,3,0,0,0,0,3.2,4,3,2,3,4,4,3,2,3,4,4,3,2,3,4,1.7,2,1,3,1,1,2,1,3,2,1,2.142857143,3,1,2,3,2,3,2,1,2,3,3,2,1,2,3.6,4,3,3,4,4,4.5,7,5,2,4,5.5,6,7,4,5,3,2,1,2,3,1,2,NA,NA
R_1Cv9oMTxOfYUK9J,1,4,Australia,71,1,5,1,0,2,3,8,9,NA,NA,10,9,10,9,10,10,9,0,5,5,5,8,10,6,9,5,5,8,10,5,8,9,5,8,5,4,9,10,3,9,9,3,8,9,10,8,9,9,10,NA,9,10,9,10,9,4.5,5,4,5,4,5,4,5,4,9,1,10,NA,1,6,1,6,NA,6,5,4,5,0,0,0,0,4.133333333,5,3,4,4,4,4,5,4,3,4,5,4,4,4,5,1.2,3,2,0,2,0,3,2,0,0,0,2.928571429,1,3,4,3,2,2,2,3,4,3,4,3,4,3,6.8,7,8,6,5,8,8.75,9,8,9,9,6.75,8,9,8,2,3,4,3,4,1,4,4,NA,NA
R_1d65hKg4M8lql0p,1,4,Australia,32,1,4,1,1,2,1,10,5,NA,NA,3,0,6,5,5,8,2,1,4,10,5,4,6,10,0,7,10,2,9,4,5,3,3,3,5,1,2,1,3,3,8,9,7,1,10,10,9,6,0,NA,7,10,5,5,1,3,4,3,4,2,2,2,3,4,2,0,1,4.833333333,7,2,4,5,4,7,1,3,4,2,1,1,0,3.066666667,4,2,4,3,4,2,2,5,5,1,2,4,3,3,2,0.9,1,0,1,0,1,0,3,0,0,3,2,2,4,0,1,1,4,1,1,3,3,2,3,2,1,6.4,2,10,10,1,9,3.75,4,4,7,0,5.5,8,2,7,5,1,3,3,3,4,1,2,NA,NA
R_1d6KZaAFTBppkYN,1,4,Australia,34,1,4,1,1,2,1,8,3,NA,NA,10,9,6,5,8,8,8,0,5,3,5,4,7,5,5,8,4,6,7,5,8,8,6,7,6,4,4,3,5,4,7,6,8,8,10,9,7,8,7,NA,7,5,7,8,9,NA,4,5,4,NA,5,5,4,4,2,1,8,4,3,4,4,6,3,4,5,5,5,3,1,1,1,3.8,4,5,5,4,3,4,5,2,3,4,5,4,2,3,4,NA,3,2,3,1,3,3,NA,2,2,3,1.571428571,0,1,2,1,0,2,1,3,2,1,1,3,2,3,9.2,10,10,9,8,9,1.5,2,0,1,3,3.25,4,2,4,3,0,1,0,1,2,1,0,NA,NA
R_1d6NiDPM7b21XSq,1,4,Australia,36,1,4,1,1,2,1,4,3,NA,NA,9,7,7,NA,6,6,7,1,8,3,7,7,8,7,3,7,9,7,7,9,8,6,7,6,3,5,4,4,4,4,8,4,7,6,8,7,6,7,6,NA,7,7,6,6,8,4.25,4,5,3,5,4,4,4,5,2,1,7,5,2,6,5,6,5,6,5,4,5,3,1,1,1,4.266666667,4,4,4,5,4,4,4,5,4,5,4,5,4,4,4,1.6,2,2,3,2,0,3,2,1,1,0,1.071428571,1,2,0,1,2,1,2,1,0,2,1,1,0,1,7.4,8,7,8,7,7,6,8,6,8,2,3,2,7,2,1,1,1,2,2,1,1,1,NA,NA
R_1db1bYMngOQUxBq,1,4,Australia,39,0,2,2,1,2,9,8,0,NA,NA,3,9,10,2,7,4,4,0,5,2,2,2,2,2,2,3,3,3,5,3,7,7,4,2,6,5,4,5,6,6,6,6,6,6,6,6,6,6,5,NA,5,5,5,5,5,3.25,4,3,3,3,2,3,4,4,2,1,3,7,7,7,7,7,7,7,3,4,3,3,1,1,1,3,4,2,4,3,2,3,3,4,4,2,3,3,4,2,2,2.6,2,2,3,2,3,3,3,3,3,2,0.642857143,1,1,1,1,1,1,1,0,0,0,0,0,1,1,6.2,7,6,6,6,6,1,1,1,1,1,0.25,1,0,0,0,2,1,1,1,0,1,1,NA,NA
R_1dcNrcjp8memHVA,1,4,Australia,69,1,5,2,1,2,3,5,7,NA,NA,2,3,7,1,1,6,8,1,7,5,6,8,8,7,7,4,5,3,3,7,3,3,3,2,6,6,7,8,6,6,6,6,7,8,7,7,7,6,3,NA,3,7,8,6,7,2.25,4,2,2,2,2,2,2,2,2,1,6,4.333333333,5,5,3,5,6,2,3,3,4,1,0,1,0,2.733333333,3,4,4,4,2,2,2,2,2,2,2,3,3,4,2,2.4,2,2,3,2,2,2,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,6,6,3,3,3,2,2,2,2,2,1.5,2,2,2,0,0,0,0,0,0,0,0,NA,NA
R_1DCsZtuaYcRAtWA,1,4,Australia,53,1,4,2,0,1,1,5,7,NA,NA,10,10,8,9,10,3,6,0,4,3,5,7,7,8,8,7,8,7,8,8,6,6,9,7,4,3,6,4,1,3,5,2,8,8,8,8,8,8,4,NA,0,7,7,1,6,4.25,5,5,4,2,3,5,5,5,2,1,7,6.833333333,6,7,7,7,7,7,5,5,5,1,0,0,1,3.533333333,5,4,5,4,2,4,4,4,2,2,4,3,5,1,4,2,3,3,1,3,1,2,2,1,2,2,2.857142857,3,2,2,3,3,3,3,3,3,3,3,3,3,3,8.8,9,8,8,9,10,6.75,9,5,7,6,0.5,1,0,1,0,2,2,3,1,1,4,3,NA,NA
R_1dDXPLtopQZf82w,1,4,Australia,23,0,4,2,1,2,1,2,3,NA,NA,5,NA,8,9,7,6,6,0,2,4,4,3,3,3,3,4,5,4,3,2,3,5,4,5,4,4,4,3,2,2,3,3,7,7,6,5,3,6,5,NA,6,6,7,6,8,2.5,4,2,2,2,2,3,2,3,1,NA,6,3.666666667,3,5,3,3,4,4,4,3,2,1,1,0,0,2.733333333,4,3,1,1,3,3,1,3,3,3,3,3,4,3,3,1.7,2,2,2,1,3,2,2,1,1,1,2.214285714,2,2,2,2,2,2,2,3,3,2,2,2,2,3,6.4,3,9,10,7,3,6.5,6,7,7,6,4.5,4,5,6,3,2,2,1,2,0,2,2,NA,NA
R_1dFyeiVXv0RXUoO,1,4,Australia,55,1,3,3,1,1,1,7,2,NA,NA,5,5,5,0,6,1,3,1,2,1,5,6,6,4,0,5,5,NA,9,5,5,5,5,6,5,5,5,NA,5,5,8,5,5,5,9,5,5,5,2,NA,5,0,1,6,5,3.875,5,4,3,2,5,3,4,5,4,0,4,3.5,3,4,5,2,4,3,3,4,2,2,1,0,1,3.333333333,4,2,4,3,1,5,3,4,3,3,3,4,4,3,4,1.6,2,1,2,3,1,2,1,1,1,2,2.357142857,2,2,3,2,3,3,2,2,2,2,3,2,2,3,4.6,4,3,5,6,5,5,5,5,5,5,6,8,5,6,5,2,2,2,2,2,2,2,NA,NA
R_1dgm4OxpqISVyde,1,4,Australia,37,1,5,2,1,2,1,7,5,NA,NA,6,4,5,6,3,6,8,0,7,5,5,7,6,7,6,7,7,5,7,5,6,6,8,8,7,6,6,7,6,7,8,7,6,7,7,5,7,7,7,NA,6,6,8,8,6,3.375,4,3,3,4,3,3,4,3,2,1,8,3.833333333,3,3,3,5,4,5,3,2,3,3,1,1,1,2.866666667,3,2,3,3,3,3,2,3,2,2,3,3,4,4,3,1.5,1,2,2,1,1,2,2,2,1,1,1.714285714,2,1,2,2,2,2,2,1,2,2,2,1,1,2,6.6,7,6,8,6,6,6,6,5,7,6,6,6,4,7,7,1,1,0,1,1,1,1,NA,NA
R_1DnAWl1ypK9X58N,1,4,Australia,71,1,4,2,0,2,2,7,7,NA,NA,6,6,2,0,6,7,8,1,7,5,6,9,9,7,8,8,8,7,6,8,5,7,9,8,5,6,7,7,7,3,8,5,8,7,7,8,8,8,8,NA,8,7,6,7,9,3.625,5,4,3,3,4,2,4,4,2,0,NA,4.166666667,5,5,3,4,4,4,4,2,3,2,1,1,0,3.266666667,4,4,3,3,2,4,4,4,3,3,4,3,3,2,3,2.5,2,2,3,2,3,2,2,3,3,3,0.642857143,0,1,0,0,0,1,1,0,0,0,0,1,2,3,5.2,7,7,5,4,3,6.25,7,7,6,5,0.25,1,0,0,0,1,0,0,0,0,0,0,NA,NA
R_1DO6mQgNQm6Arno,1,4,Australia,32,1,4,1,1,1,1,6,8,NA,NA,8,7,8,9,8,8,3,0,7,8,7,6,5,4,7,7,7,7,6,5,NA,6,5,8,3,6,3,5,3,8,8,8,8,8,8,7,7,9,7,NA,NA,7,8,8,8,NA,5,4,4,4,4,NA,3,5,2,1,8,4,2,5,3,5,3,6,5,5,4,3,1,1,1,4.066666667,1,4,4,4,4,4,3,4,4,5,5,4,5,5,5,2.1,3,2,3,1,1,3,2,1,3,2,1.285714286,0,1,1,2,1,2,1,2,1,2,2,0,2,1,9.6,9,10,10,10,9,NA,4,NA,4,3,4.75,5,4,4,6,1,1,0,0,0,2,2,NA,NA
R_1dp4iwdpRe1Bzs8,1,4,Australia,25,0,3,2,1,2,2,1,10,NA,NA,5,5,1,0,0,4,5,NA,5,5,4,5,5,6,1,4,4,6,3,3,5,5,10,5,3,4,1,1,3,0,8,0,4,9,8,8,9,9,4,NA,4,6,6,4,6,2.75,3,1,3,2,4,3,3,3,4,0,10,3.833333333,4,3,7,2,4,3,4,2,3,2,0,1,1,3.666666667,5,3,3,2,2,4,4,5,5,5,5,3,3,3,3,2.4,3,3,2,3,3,2,2,3,1,2,1.642857143,2,3,1,2,1,1,2,1,1,2,2,1,1,3,6.6,8,8,5,5,7,1.25,1,1,2,1,0,0,0,0,0,1,1,1,1,0,1,3,NA,NA
R_1DpNlhwWGf1AFZN,1,4,Australia,54,1,4,2,0,1,2,5,9,NA,NA,10,9,9,7,5,6,8,0,7,6,7,8,7,6,7,9,9,7,5,9,6,6,9,5,5,5,8,8,5,8,7,5,8,9,9,9,9,9,7,NA,7,8,8,7,8,4,4,5,4,4,4,4,3,4,2,1,9,5.833333333,5,6,6,5,7,6,3,3,4,2,0,1,1,3.266666667,4,3,4,4,3,4,4,4,2,2,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,2.785714286,2,3,3,3,2,2,3,3,3,3,3,3,3,3,6.8,8,6,6,8,6,9,9,9,9,9,0,0,0,0,0,2,2,2,2,3,2,3,NA,NA
R_1DU4S6skqJL8oGU,1,4,Australia,59,0,4,2,1,2,1,5,6,NA,NA,4,5,5,3,3,6,7,1,5,5,6,4,9,7,5,7,8,6,5,7,9,9,7,8,6,6,5,5,5,9,9,6,9,8,8,9,9,10,9,NA,5,8,10,5,10,2.75,4,3,3,2,3,3,2,2,2,1,7,4.666666667,4,6,2,6,5,5,5,5,5,0,0,0,0,4.4,5,3,5,5,3,5,5,4,4,5,5,5,5,2,5,1.7,2,3,1,3,2,2,1,1,1,1,0.785714286,1,2,0,2,0,0,1,0,1,0,1,0,1,2,5.6,6,6,7,5,4,4,5,5,5,1,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA
R_1DU4WMzC9M9Jdfz,1,4,Australia,47,0,2,2,1,2,2,5,7,NA,NA,6,8,6,8,5,0,0,0,0,0,0,0,0,0,0,5,5,6,6,5,5,5,6,1,0,0,0,0,0,0,0,0,1,4,5,6,6,6,4,NA,5,5,5,2,7,3.875,5,3,4,4,5,4,3,3,9,NA,5,5.833333333,4,7,7,7,5,5,3,4,4,1,0,1,0,3.4,5,3,5,4,3,3,4,3,3,2,2,2,4,3,5,1.5,1,2,1,1,2,2,1,2,2,1,0.285714286,0,0,0,0,0,0,0,2,0,0,0,2,0,0,4.4,5,6,4,3,4,2.75,7,4,0,0,0,0,0,0,0,1,0,1,0,1,0,0,NA,NA
R_1Dur8NjvTfBCJQN,1,4,Australia,42,1,4,1,1,2,1,4,4,NA,NA,6,4,6,8,5,3,3,0,3,2,2,3,4,3,2,2,2,2,3,2,3,4,2,2,2,2,2,4,2,3,3,2,2,3,5,4,6,6,2,NA,0,3,3,2,1,3,3,3,3,3,3,3,3,3,2,0,5,5,7,4,6,5,4,4,4,3,4,1,0,1,0,3.466666667,4,3,4,4,3,3,3,4,4,3,3,3,4,3,4,2.8,3,2,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,3,6,3,2,2.25,0,3,3,3,4.25,3,4,4,6,0,0,0,0,0,2,2,NA,NA
R_1DwFeaOPidTy3qQ,1,4,Australia,43,1,4,2,1,2,1,6,5,NA,NA,5,6,7,7,5,5,6,0,6,8,3,9,3,6,7,4,5,8,4,7,7,7,8,4,7,6,6,4,7,6,4,4,6,4,7,7,7,5,4,NA,8,7,8,6,5,3.375,3,4,4,3,4,4,2,3,9,1,8,4.166666667,4,4,4,5,3,5,3,3,3,2,0,1,1,3.266666667,3,2,2,3,3,4,3,4,4,3,4,4,3,3,4,NA,2,2,1,2,0,1,2,0,1,NA,3.142857143,2,3,2,3,3,4,4,3,3,3,3,4,4,3,3.2,2,6,3,2,3,4,4,4,4,4,5.25,4,6,6,5,1,1,1,1,1,1,0,NA,NA
R_1E4e8w4r8HANrnM,1,4,Australia,22,0,3,2,1,1,1,7,3,NA,NA,3,3,2,NA,8,2,4,0,3,5,5,5,0,2,8,7,5,5,6,7,8,9,0,2,2,2,3,4,4,4,5,8,7,5,2,2,2,10,1,NA,3,4,4,8,6,NA,4,3,2,NA,2,3,1,2,4,NA,6,4.333333333,5,2,5,7,2,5,NA,3,3,3,1,1,1,3.133333333,3,5,2,2,3,4,5,3,2,3,3,4,3,3,2,1.3,1,2,2,1,2,1,1,1,1,1,2,2,2,3,4,3,1,1,1,0,3,3,2,2,1,3,1,5,3,3,3,4,4,4,4,4,4.25,1,0,7,9,1,4,2,1,1,2,3,NA,NA
R_1E53vJw781m718T,1,4,Australia,32,1,5,1,1,3,1,0,1,NA,NA,0,7,7,6,6,4,0,1,3,4,7,8,8,9,0,3,7,7,8,9,6,7,8,10,0,1,4,4,9,7,4,6,6,8,6,1,5,9,6,NA,1,8,2,8,3,3.125,1,5,4,4,4,1,1,5,4,1,4,3.666666667,4,5,1,3,7,2,3,5,3,NA,NA,0,1,3.066666667,2,3,3,3,3,1,5,5,4,3,3,1,5,1,4,2,0,2,3,2,2,1,3,3,3,1,2.142857143,1,3,1,2,1,2,0,3,3,4,4,3,2,1,NA,NA,NA,NA,NA,NA,6,10,4,10,0,3.25,7,2,1,3,3,3,4,0,3,1,4,NA,NA
R_1E6SLvHUEWogx4B,1,4,Australia,34,1,4,1,1,1,1,6,1,NA,NA,8,8,8,8,8,8,9,0,9,3,6,9,8,6,3,6,5,6,8,10,9,8,8,9,6,8,5,6,7,5,8,5,9,8,9,8,7,8,6,NA,5,4,7,NA,8,4,3,4,5,4,4,3,4,5,2,1,7,4.666666667,3,6,3,6,3,7,5,5,5,3,1,1,1,NA,4,5,3,4,NA,3,5,4,4,5,4,5,3,4,5,2.2,3,2,3,2,0,3,3,1,3,2,1.5,1,2,1,0,2,1,2,3,2,1,2,0,2,2,9.2,10,9,8,10,9,1.75,1,3,2,1,NA,NA,2,1,3,0,1,1,0,2,1,2,NA,NA
R_1E9XUCZxTBZpBjv,1,4,Australia,33,0,5,1,1,1,1,7,7,NA,NA,6,6,6,6,6,6,6,1,5,5,5,5,5,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,5,5,5,5,5,3,3,3,3,3,3,3,3,3,1,1,7,4,4,4,4,4,4,4,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,2,2,1,2,1,2,NA,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,NA,7,7,NA,7,7,7,7,7,7,2,2,2,2,2,2,2,NA,NA
R_1EhNCNIKdUp6FQO,1,4,Australia,22,1,NA,1,NA,3,3,10,7,NA,NA,5,7,5,4,8,5,9,0,4,6,7,7,3,4,8,5,8,7,2,6,7,8,7,6,4,5,8,9,4,7,7,6,5,6,6,8,7,NA,5,NA,7,5,2,4,6,2.5,3,3,3,3,2,2,1,3,2,NA,2,3.5,4,4,4,1,4,4,3,4,3,3,1,1,1,2.866666667,4,2,2,2,4,3,3,2,2,3,3,3,4,3,3,1.2,0,0,1,2,2,0,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,0,1,0,1,2.4,2,3,3,2,2,4.5,4,3,3,8,6,5,8,8,3,1,2,0,2,1,1,1,NA,NA
R_1eqQ4l9OAHoNJU9,1,4,Australia,32,1,5,1,1,3,1,5,4,NA,NA,6,2,8,8,1,3,7,1,2,0,2,7,7,9,0,3,0,10,2,2,4,5,7,6,7,2,2,5,1,5,3,4,0,1,10,2,4,8,0,NA,10,2,6,0,6,2.625,4,3,1,2,5,1,2,3,9,NA,8,3.5,2,3,4,2,5,5,1,3,5,NA,NA,0,1,3.733333333,4,4,3,5,5,5,4,5,5,2,3,3,2,3,3,1,2,3,1,0,0,0,2,0,1,1,1.357142857,0,2,2,0,2,0,0,4,3,1,1,2,0,2,5.2,4,5,0,7,10,8,9,9,7,7,6.5,4,8,5,9,1,3,1,2,3,3,4,NA,NA
R_1er6t4AZLYUDXDf,1,4,Australia,72,1,3,4,1,1,3,5,10,NA,NA,10,10,10,0,0,10,10,1,7,5,5,8,8,3,0,5,7,7,8,8,7,8,9,5,7,7,2,7,6,6,7,8,5,10,10,10,10,10,10,NA,10,10,10,10,10,4.5,5,5,5,1,5,5,5,5,2,0,10,5,7,7,1,7,1,7,5,5,5,NA,0,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2.7,3,3,3,3,3,3,3,0,3,3,1.214285714,0,2,2,0,0,0,2,0,3,0,2,2,2,2,9.2,8,9,9,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
R_1eWNwmOJd1x1GmM,1,4,Australia,41,0,5,3,1,2,1,5,2,NA,NA,4,4,4,5,6,4,5,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,2,3,3,2,4,3,3,3,3,3,4,NA,3,3,3,2,3,2.5,2,2,2,2,3,3,3,3,4,0,3,4.833333333,5,5,5,4,6,4,2,4,4,0,0,0,0,2.6,4,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1.071428571,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5.4,7,6,5,5,4,1.5,2,2,1,1,0.75,1,1,1,0,1,1,1,1,1,1,1,NA,NA
R_1EYyBJ5fcILXjpR,1,4,Australia,46,0,4,2,1,2,1,4,5,NA,NA,7,7,5,0,6,7,9,0,7,7,7,8,6,6,4,4,7,6,5,8,6,4,8,5,5,6,4,6,6,4,8,5,6,8,7,8,8,8,8,NA,7,7,6,7,7,2.875,4,2,3,2,3,2,3,4,2,0,7,3.333333333,4,3,3,3,3,4,5,4,4,2,1,1,0,4.066666667,5,2,4,5,4,5,5,5,5,4,3,4,4,1,5,2.4,3,3,2,2,3,2,2,1,3,3,NA,0,2,0,0,1,0,1,NA,2,0,1,0,1,3,6.2,8,8,4,5,6,1.25,3,2,0,0,0.75,0,0,2,1,0,0,0,1,0,0,2,NA,NA
R_1EZFMIaLfWuLjGh,1,4,Australia,69,1,5,3,1,2,3,5,10,NA,NA,2,8,7,0,2,6,9,1,9,3,1,10,10,7,0,8,8,3,6,10,7,8,8,6,7,8,0,9,2,6,6,5,7,8,3,7,7,6,10,NA,8,8,4,7,0,4.125,5,4,4,3,5,3,4,5,2,0,9,6,5,6,4,7,7,7,4,5,4,3,1,1,1,3.333333333,3,3,4,4,2,3,4,3,2,4,3,4,4,4,3,2.4,2,2,3,2,2,2,3,2,3,3,0.857142857,0,0,0,3,2,0,2,0,0,0,2,0,0,3,5.2,8,9,1,2,6,5,8,5,5,2,0.25,1,0,0,0,0,0,0,0,0,0,2,NA,NA
R_1f2afpnUs8wnQZv,1,4,Australia,33,1,4,1,1,2,1,5,5,NA,NA,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,5,5,5,5,5,3,3,3,3,3,3,3,3,3,4,0,5,4,4,4,4,4,4,4,3,3,4,NA,0,1,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.6,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,8,7,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,NA,NA
R_1f43DcyYyqIJcH5,1,4,Australia,35,0,4,1,1,2,1,7,7,NA,NA,6,7,6,NA,7,7,7,1,5,5,6,7,7,7,8,7,8,7,8,7,8,8,8,8,7,8,8,8,8,8,8,8,8,8,9,NA,8,9,8,NA,8,9,8,8,8,2.125,3,1,1,3,3,3,2,1,3,1,5,3.5,3,4,2,5,2,5,4,5,5,3,1,1,1,4.2,3,3,4,4,4,5,5,4,4,5,4,5,4,4,5,1.4,1,2,0,3,1,2,3,1,1,0,3.357142857,2,3,3,3,4,4,3,4,3,4,3,4,3,4,3.6,3,3,4,4,4,6.5,5,6,7,8,7,8,6,7,7,3,3,4,3,4,4,4,NA,NA
R_1F4gKuPPt9NyqLQ,1,4,Australia,55,0,5,1,1,2,1,7,4,NA,NA,1,3,7,7,10,5,7,0,7,7,7,8,6,5,5,10,8,6,4,8,4,4,5,4,7,7,6,6,5,5,7,5,6,7,7,7,7,7,7,NA,7,7,5,7,5,3,4,1,3,2,4,1,4,5,2,0,5,4.833333333,5,6,3,5,6,4,4,5,5,0,0,0,0,3,2,5,3,4,1,3,3,4,4,3,1,4,3,2,3,1.9,2,2,2,2,2,2,2,2,1,2,0.428571429,0,1,0,2,0,0,0,0,0,0,0,0,0,3,4,7,6,2,1,4,0.75,1,1,0,1,0.25,0,0,1,0,1,0,1,0,1,0,0,NA,NA
R_1f8UTIWzw82td9O,1,4,Australia,53,1,3,2,1,2,2,5,7,NA,NA,0,5,6,0,3,7,8,1,8,5,5,9,8,5,7,10,5,5,2,5,2,2,5,2,2,4,5,6,3,1,6,2,6,7,8,8,8,9,5,NA,2,2,2,2,7,3.25,5,5,3,3,4,1,1,4,4,0,9,4.5,7,5,2,5,4,4,3,3,4,3,1,1,1,2.533333333,3,3,4,2,1,2,4,2,3,1,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,2,0,0,3,0,0,2,2,2,3,5.2,10,7,2,3,4,2,5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA
R_1f9KsbZtAhQOvgG,1,4,Australia,63,NA,5,2,0,2,2,5,6,NA,NA,10,10,7,4,10,8,6,0,6,4,5,6,6,7,4,3,5,3,4,4,4,4,2,2,7,6,5,5,4,5,6,3,4,8,6,5,5,6,8,NA,6,7,8,6,5,3.75,5,5,3,3,4,2,4,4,2,0,8,6.333333333,5,7,6,7,6,7,4,4,3,3,1,1,1,3.8,5,5,5,5,4,4,4,4,3,2,2,4,3,3,4,1.6,2,2,3,2,2,1,1,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4.4,6,6,3,4,3,4.5,6,4,5,3,3.25,3,3,4,3,2,0,0,0,0,0,0,NA,NA
R_1FA0CIVV7O8rbQX,1,4,Australia,71,1,3,2,1,1,3,5,7,NA,NA,3,7,5,0,8,5,5,0,2,2,2,5,5,0,0,4,6,7,2,7,6,5,7,2,2,2,0,5,0,0,1,0,0,4,0,2,0,0,2,NA,2,2,0,0,0,4.25,5,5,5,4,4,4,3,4,4,0,6,4.333333333,4,4,5,4,6,3,4,4,5,2,0,1,1,3.533333333,4,4,4,5,2,4,4,2,2,4,4,4,4,2,4,2.2,3,3,3,2,3,2,2,2,1,1,1.5,1,2,1,1,2,1,1,1,1,2,2,2,1,3,7,9,9,4,5,8,2.25,3,3,3,0,0.5,2,0,0,0,0,0,1,1,1,1,1,NA,NA
